Freq	Power
[Hz]	[dB]
0.000	-41.742
0.977	-44.750
1.953	-85.065
2.930	-90.713
3.906	-98.133
4.883	-95.334
5.859	-92.900
6.836	-94.062
7.812	-102.792
8.789	-95.557
9.766	-97.326
10.742	-98.623
11.719	-117.079
12.695	-94.939
13.672	-93.768
14.648	-98.562
15.625	-146.423
16.602	-94.973
17.578	-95.305
18.555	-100.591
19.531	-100.059
20.508	-96.664
21.484	-99.681
22.461	-93.607
23.437	-92.237
24.414	-93.518
25.391	-93.813
26.367	-93.368
27.344	-93.213
28.320	-93.539
29.297	-97.003
30.273	-97.509
31.250	-93.076
32.227	-93.667
33.203	-99.557
34.180	-98.267
35.156	-100.066
36.133	-100.317
37.109	-91.936
38.086	-87.951
39.062	-89.294
40.039	-105.682
41.016	-94.796
41.992	-109.487
42.969	-108.394
43.945	-98.011
44.922	-102.647
45.898	-94.048
46.875	-90.030
47.852	-96.789
48.828	-101.409
49.805	-97.121
50.781	-102.166
51.758	-103.005
52.734	-99.287
53.711	-94.395
54.687	-94.212
55.664	-96.651
56.641	-106.190
57.617	-101.935
58.594	-101.631
59.570	-107.998
60.547	-97.077
61.523	-86.729
62.500	-83.960
63.477	-89.951
64.453	-95.933
65.430	-92.071
66.406	-96.498
67.383	-98.324
68.359	-98.339
69.336	-100.502
70.312	-98.522
71.289	-92.505
72.266	-90.530
73.242	-102.340
74.219	-106.037
75.195	-96.236
76.172	-95.514
77.148	-101.557
78.125	-98.889
79.102	-97.185
80.078	-97.876
81.055	-92.873
82.031	-93.430
83.008	-113.039
83.984	-106.348
84.961	-95.450
85.937	-92.717
86.914	-100.067
87.891	-99.342
88.867	-101.195
89.844	-102.582
90.820	-93.818
91.797	-96.704
92.773	-97.115
93.750	-94.445
94.727	-95.598
95.703	-91.599
96.680	-91.475
97.656	-91.245
98.633	-92.163
99.609	-101.654
100.586	-108.867
101.562	-112.586
102.539	-101.322
103.516	-97.558
104.492	-87.165
105.469	-88.609
106.445	-100.585
107.422	-94.495
108.398	-97.671
109.375	-92.280
110.352	-95.186
111.328	-107.789
112.305	-107.466
113.281	-102.005
114.258	-94.604
115.234	-87.638
116.211	-93.962
117.187	-98.647
118.164	-100.395
119.141	-92.430
120.117	-90.259
121.094	-94.046
122.070	-99.677
123.047	-99.133
124.023	-93.988
125.000	-95.871
125.977	-98.938
126.953	-111.112
127.930	-98.742
128.906	-98.207
129.883	-103.276
130.859	-96.148
131.836	-100.778
132.812	-98.386
133.789	-96.102
134.766	-97.509
135.742	-97.805
136.719	-99.953
137.695	-110.900
138.672	-102.142
139.648	-105.619
140.625	-96.237
141.602	-95.413
142.578	-92.469
143.555	-92.509
144.531	-98.027
145.508	-100.575
146.484	-90.186
147.461	-81.147
148.437	-87.381
149.414	-105.491
150.391	-95.406
151.367	-96.599
152.344	-95.444
153.320	-100.813
154.297	-94.183
155.273	-91.632
156.250	-102.903
157.227	-89.405
158.203	-87.789
159.180	-106.637
160.156	-94.208
161.133	-96.133
162.109	-98.565
163.086	-100.336
164.062	-97.582
165.039	-95.674
166.016	-101.616
166.992	-93.159
167.969	-94.141
168.945	-99.987
169.922	-90.655
170.898	-90.924
171.875	-94.406
172.852	-94.666
173.828	-91.174
174.805	-92.873
175.781	-90.460
176.758	-90.884
177.734	-92.868
178.711	-84.968
179.687	-92.472
180.664	-84.901
181.641	-84.677
182.617	-83.628
183.594	-81.750
184.570	-80.793
185.547	-78.260
186.523	-77.265
187.500	-74.246
188.477	-72.924
189.453	-71.193
190.430	-67.394
191.406	-64.878
192.383	-62.170
193.359	-58.215
194.336	-54.078
195.312	-48.993
196.289	-42.676
197.266	-34.168
198.242	-20.626
199.219	2.281
200.195	5.798
201.172	-2.994
202.148	-27.056
203.125	-37.947
204.102	-45.414
205.078	-51.092
206.055	-55.934
207.031	-59.849
208.008	-63.082
208.984	-66.275
209.961	-68.870
210.937	-72.041
211.914	-72.436
212.891	-76.893
213.867	-76.912
214.844	-79.753
215.820	-81.780
216.797	-80.896
217.773	-87.472
218.750	-83.247
219.727	-85.357
220.703	-91.259
221.680	-86.183
222.656	-93.045
223.633	-90.719
224.609	-89.823
225.586	-100.371
226.562	-91.966
227.539	-100.302
228.516	-86.611
229.492	-92.883
230.469	-88.263
231.445	-99.935
232.422	-92.155
233.398	-98.754
234.375	-92.668
235.352	-98.006
236.328	-95.303
237.305	-95.590
238.281	-92.181
239.258	-94.935
240.234	-92.816
241.211	-88.577
242.187	-84.102
243.164	-85.494
244.141	-91.427
245.117	-97.278
246.094	-97.432
247.070	-102.354
248.047	-97.409
249.023	-105.927
250.000	-97.524
250.977	-96.252
251.953	-96.888
252.930	-102.992
253.906	-98.021
254.883	-102.323
255.859	-99.741
256.836	-96.768
257.812	-94.368
258.789	-95.709
259.766	-113.550
260.742	-100.488
261.719	-100.069
262.695	-109.592
263.672	-105.372
264.648	-99.197
265.625	-107.273
266.602	-98.341
267.578	-94.431
268.555	-88.340
269.531	-89.254
270.508	-93.709
271.484	-96.064
272.461	-93.254
273.437	-96.505
274.414	-108.853
275.391	-96.811
276.367	-100.422
277.344	-99.417
278.320	-95.774
279.297	-94.899
280.273	-98.632
281.250	-110.574
282.227	-99.610
283.203	-92.515
284.180	-91.222
285.156	-91.369
286.133	-105.672
287.109	-98.208
288.086	-98.708
289.062	-95.166
290.039	-91.444
291.016	-91.814
291.992	-95.049
292.969	-92.009
293.945	-91.357
294.922	-93.630
295.898	-99.028
296.875	-103.217
297.852	-104.424
298.828	-106.022
299.805	-97.550
300.781	-96.468
301.758	-95.367
302.734	-94.958
303.711	-95.336
304.687	-107.365
305.664	-100.150
306.641	-95.896
307.617	-93.356
308.594	-93.911
309.570	-95.100
310.547	-100.858
311.523	-102.654
312.500	-103.562
313.477	-101.588
314.453	-99.143
315.430	-102.995
316.406	-95.329
317.383	-96.711
318.359	-96.493
319.336	-102.667
320.312	-91.411
321.289	-98.630
322.266	-98.905
323.242	-99.821
324.219	-100.530
325.195	-99.701
326.172	-107.772
327.148	-98.416
328.125	-100.829
329.102	-100.680
330.078	-98.870
331.055	-94.456
332.031	-98.220
333.008	-102.860
333.984	-108.585
334.961	-96.287
335.937	-106.564
336.914	-98.111
337.891	-98.361
338.867	-97.926
339.844	-103.532
340.820	-98.846
