Time	Ch 0
[s]	[V]
0.003125	2.164676
0.003150	1.491789
0.003175	0.674196
0.003200	-0.209173
0.003225	-1.071493
0.003250	-1.827585
0.003275	-2.403451
0.003300	-2.743841
0.003325	-2.813892
0.003350	-2.609658
0.003375	-2.147584
0.003400	-1.474698
0.003425	-0.656448
0.003450	0.226263
0.003475	1.087597
0.003500	1.843690
0.003525	2.419229
0.003550	2.760934
0.003575	2.832301
0.003600	2.625436
0.003625	2.164347
0.003650	1.491789
0.003675	0.674525
0.003700	-0.208844
0.003725	-1.070835
0.003750	-1.826927
0.003775	-2.403451
0.003800	-2.743841
0.003825	-2.814549
0.003850	-2.609658
0.003875	-2.147255
0.003900	-1.474369
0.003925	-0.656448
0.003950	0.225934
0.003975	1.087925
0.004000	1.843361
0.004025	2.419886
0.004050	2.759619
0.004075	2.831643
0.004100	2.625765
0.004125	2.164347
0.004150	1.491460
0.004175	0.674525
0.004200	-0.209173
0.004225	-1.071164
0.004250	-1.826598
0.004275	-2.403451
0.004300	-2.743512
0.004325	-2.815207
0.004350	-2.609000
0.004375	-2.147584
0.004400	-1.475356
0.004425	-0.657106
0.004450	0.225934
0.004475	1.087597
0.004500	1.843690
0.004525	2.419886
0.004550	2.759619
0.004575	2.831643
0.004600	2.626094
0.004625	2.164347
0.004650	1.491789
0.004675	0.673867
0.004700	-0.208844
0.004725	-1.071164
0.004750	-1.827256
0.004775	-2.402465
0.004800	-2.743512
0.004825	-2.814878
0.004850	-2.609329
0.004875	-2.146926
0.004900	-1.475027
0.004925	-0.657106
0.004950	0.225934
0.004975	1.087597
0.005000	1.843361
0.005025	2.419557
0.005050	2.759619
0.005075	2.831315
0.005100	2.626751
0.005125	2.164347
0.005150	1.491460
0.005175	0.674196
0.005200	-0.208844
0.005225	-1.070835
0.005250	-1.826927
0.005275	-2.403122
0.005300	-2.744169
0.005325	-2.815207
0.005350	-2.609329
0.005375	-2.147584
0.005400	-1.475356
0.005425	-0.657106
0.005450	0.225605
0.005475	1.087268
0.005500	1.843032
0.005525	2.419886
0.005550	2.760934
0.005575	2.831315
0.005600	2.625107
0.005625	2.164676
0.005650	1.492118
0.005675	0.674196
0.005700	-0.209173
0.005725	-1.071164
0.005750	-1.826598
0.005775	-2.402465
0.005800	-2.743183
0.005825	-2.814878
0.005850	-2.609658
0.005875	-2.147584
0.005900	-1.475027
0.005925	-0.656448
0.005950	0.225605
0.005975	1.087268
0.006000	1.843032
0.006025	2.420544
0.006050	2.760605
0.006075	2.831643
0.006100	2.625765
0.006125	2.165005
0.006150	1.492447
0.006175	0.674853
0.006200	-0.208515
0.006225	-1.070506
0.006250	-1.826927
0.006275	-2.403451
0.006300	-2.743841
0.006325	-2.814549
0.006350	-2.609987
0.006375	-2.147584
0.006400	-1.475685
0.006425	-0.656448
0.006450	0.225934
0.006475	1.086939
0.006500	1.843032
0.006525	2.419229
0.006550	2.760277
0.006575	2.831643
0.006600	2.626094
0.006625	2.164676
0.006650	1.492447
0.006675	0.674196
0.006700	-0.209502
0.006725	-1.071164
0.006750	-1.827256
0.006775	-2.403780
0.006800	-2.744169
0.006825	-2.814878
0.006850	-2.609329
0.006875	-2.147584
0.006900	-1.474698
0.006925	-0.657106
0.006950	0.225276
0.006975	1.087597
0.007000	1.843361
0.007025	2.419886
0.007050	2.759619
0.007075	2.831643
0.007100	2.626423
0.007125	2.164347
0.007150	1.491460
0.007175	0.674525
0.007200	-0.208844
0.007225	-1.071164
0.007250	-1.826927
0.007275	-2.403451
0.007300	-2.743841
0.007325	-2.814878
0.007350	-2.608671
0.007375	-2.147255
0.007400	-1.475027
0.007425	-0.657106
0.007450	0.225934
0.007475	1.087268
0.007500	1.843361
0.007525	2.420215
0.007550	2.760277
0.007575	2.831972
0.007600	2.626423
0.007625	2.165005
0.007650	1.492118
0.007675	0.674525
0.007700	-0.208844
0.007725	-1.071164
0.007750	-1.826927
0.007775	-2.402793
0.007800	-2.743841
0.007825	-2.814549
0.007850	-2.609658
0.007875	-2.147255
0.007900	-1.475685
0.007925	-0.656777
0.007950	0.225605
0.007975	1.087597
0.008000	1.843690
0.008025	2.420215
0.008050	2.760934
0.008075	2.830986
0.008100	2.626423
0.008125	2.165005
0.008150	1.491789
0.008175	0.673867
0.008200	-0.208844
0.008225	-1.071164
0.008250	-1.827256
0.008275	-2.403451
0.008300	-2.744498
0.008325	-2.815536
0.008350	-2.609658
0.008375	-2.147584
0.008400	-1.475027
0.008425	-0.657435
0.008450	0.226263
0.008475	1.086939
0.008500	1.843032
0.008525	2.419557
0.008550	2.760277
0.008575	2.831315
0.008600	2.625436
0.008625	2.165334
0.008650	1.492118
0.008675	0.674196
0.008700	-0.208844
0.008725	-1.070835
0.008750	-1.826598
0.008775	-2.403451
0.008800	-2.743512
0.008825	-2.815536
0.008850	-2.609987
0.008875	-2.147255
0.008900	-1.475027
0.008925	-0.657435
0.008950	0.225605
0.008975	1.086939
0.009000	1.843361
0.009025	2.419557
0.009050	2.760934
0.009075	2.831643
0.009100	2.626094
0.009125	2.164347
0.009150	1.492118
0.009175	0.674525
0.009200	-0.208844
0.009225	-1.071164
0.009250	-1.826927
0.009275	-2.403122
0.009300	-2.743841
0.009325	-2.814549
0.009350	-2.609987
0.009375	-2.147912
0.009400	-1.475027
0.009425	-0.657106
0.009450	0.225276
0.009475	1.086610
0.009500	1.843032
0.009525	2.419557
0.009550	2.760934
0.009575	2.831643
0.009600	2.626751
0.009625	2.164347
0.009650	1.492118
0.009675	0.674525
0.009700	-0.208515
0.009725	-1.070835
0.009750	-1.826927
0.009775	-2.403451
0.009800	-2.743841
0.009825	-2.814878
0.009850	-2.608671
0.009875	-2.147584
0.009900	-1.475685
0.009925	-0.657106
0.009950	0.225276
0.009975	1.087597
0.010000	1.843361
0.010025	2.419229
0.010050	2.759290
0.010075	2.831315
0.010100	2.626094
0.010125	2.164676
0.010150	1.491789
0.010175	0.674853
0.010200	-0.209173
0.010225	-1.070835
0.010250	-1.826927
0.010275	-2.403451
0.010300	-2.744169
0.010325	-2.814221
0.010350	-2.609987
0.010375	-2.148241
0.010400	-1.474369
0.010425	-0.657435
0.010450	0.225276
0.010475	1.087268
0.010500	1.843361
0.010525	2.419886
0.010550	2.759948
0.010575	2.830986
0.010600	2.626423
0.010625	2.165005
0.010650	1.492118
0.010675	0.674196
0.010700	-0.208844
0.010725	-1.070835
0.010750	-1.826598
0.010775	-2.402136
0.010800	-2.744169
0.010825	-2.814549
0.010850	-2.609329
0.010875	-2.147584
0.010900	-1.475356
0.010925	-0.657435
0.010950	0.225605
0.010975	1.086939
0.011000	1.843361
0.011025	2.419557
0.011050	2.760605
0.011075	2.831643
0.011100	2.626751
0.011125	2.165662
0.011150	1.491460
0.011175	0.674525
0.011200	-0.208186
0.011225	-1.070835
0.011250	-1.826927
0.011275	-2.403122
0.011300	-2.743512
0.011325	-2.815207
0.011350	-2.609658
0.011375	-2.147912
0.011400	-1.475027
0.011425	-0.657435
0.011450	0.225605
0.011475	1.086939
0.011500	1.842703
0.011525	2.419557
0.011550	2.760277
0.011575	2.831643
0.011600	2.626094
0.011625	2.165005
0.011650	1.492118
0.011675	0.674525
0.011700	-0.208844
0.011725	-1.070506
0.011750	-1.826927
0.011775	-2.403122
0.011800	-2.743512
0.011825	-2.815536
0.011850	-2.609987
0.011875	-2.147912
0.011900	-1.475027
0.011925	-0.657106
0.011950	0.225605
0.011975	1.086939
0.012000	1.842703
0.012025	2.418900
0.012050	2.760277
0.012075	2.831315
0.012100	2.626094
0.012125	2.164347
0.012150	1.492447
0.012175	0.674196
0.012200	-0.208515
0.012225	-1.070177
0.012250	-1.826598
0.012275	-2.403122
0.012300	-2.743841
0.012325	-2.814878
0.012350	-2.609658
0.012375	-2.148570
0.012400	-1.475027
0.012425	-0.657106
0.012450	0.225605
0.012475	1.087268
0.012500	1.843032
0.012525	2.419229
0.012550	2.760934
0.012575	2.831643
0.012600	2.626094
0.012625	2.164347
0.012650	1.491460
0.012675	0.674853
0.012700	-0.208515
0.012725	-1.070835
0.012750	-1.826269
0.012775	-2.402136
0.012800	-2.743512
0.012825	-2.814221
0.012850	-2.608671
0.012875	-2.147912
0.012900	-1.475685
0.012925	-0.657435
0.012950	0.225276
0.012975	1.086939
0.013000	1.843361
0.013025	2.418900
0.013050	2.759948
0.013075	2.831972
0.013100	2.626423
0.013125	2.165005
0.013150	1.492447
0.013175	0.674853
0.013200	-0.208844
0.013225	-1.070506
0.013250	-1.825940
0.013275	-2.403122
0.013300	-2.744169
0.013325	-2.814878
0.013350	-2.609329
0.013375	-2.147255
0.013400	-1.475027
0.013425	-0.657763
0.013450	0.224947
0.013475	1.086281
0.013500	1.843361
0.013525	2.419557
0.013550	2.760277
0.013575	2.830986
0.013600	2.626094
0.013625	2.164676
0.013650	1.492118
0.013675	0.674853
0.013700	-0.208515
0.013725	-1.070506
0.013750	-1.826269
0.013775	-2.403122
0.013800	-2.744169
0.013825	-2.815207
0.013850	-2.609987
0.013875	-2.147912
0.013900	-1.476014
0.013925	-0.657435
0.013950	0.224947
0.013975	1.086610
0.014000	1.843690
0.014025	2.419229
0.014050	2.760934
0.014075	2.830657
0.014100	2.625765
0.014125	2.164676
0.014150	1.492447
0.014175	0.674853
0.014200	-0.208515
0.014225	-1.070506
0.014250	-1.826269
0.014275	-2.403122
0.014300	-2.742854
0.014325	-2.815536
0.014350	-2.609658
0.014375	-2.147584
0.014400	-1.475027
0.014425	-0.657763
0.014450	0.224947
0.014475	1.086939
0.014500	1.843361
0.014525	2.419229
0.014550	2.760277
0.014575	2.830986
0.014600	2.625765
0.014625	2.165334
0.014650	1.492118
0.014675	0.674853
0.014700	-0.208186
0.014725	-1.070835
0.014750	-1.826269
0.014775	-2.402793
0.014800	-2.743512
0.014825	-2.813892
0.014850	-2.609987
0.014875	-2.147584
0.014900	-1.475027
0.014925	-0.656777
0.014950	0.225605
0.014975	1.086281
0.015000	1.843032
0.015025	2.419229
0.015050	2.759948
0.015075	2.831643
0.015100	2.625765
0.015125	2.165005
0.015150	1.492447
0.015175	0.674853
0.015200	-0.208844
0.015225	-1.070177
0.015250	-1.826927
0.015275	-2.402793
0.015300	-2.743841
0.015325	-2.814549
0.015350	-2.610645
0.015375	-2.148241
0.015400	-1.474698
0.015425	-0.657763
0.015450	0.225605
0.015475	1.086610
0.015500	1.843690
0.015525	2.419557
0.015550	2.759290
0.015575	2.831643
0.015600	2.626094
0.015625	2.164676
0.015650	1.491460
0.015675	0.674853
0.015700	-0.208186
0.015725	-1.069848
0.015750	-1.825940
0.015775	-2.403451
0.015800	-2.743841
0.015825	-2.814878
0.015850	-2.609329
0.015875	-2.148570
0.015900	-1.475356
0.015925	-0.657763
0.015950	0.224947
0.015975	1.086610
0.016000	1.843032
0.016025	2.419886
0.016050	2.759619
0.016075	2.831972
0.016100	2.626751
0.016125	2.164676
0.016150	1.492447
0.016175	0.675182
0.016200	-0.208844
0.016225	-1.070506
0.016250	-1.826598
0.016275	-2.402136
0.016300	-2.743512
0.016325	-2.815207
0.016350	-2.609658
0.016375	-2.147255
0.016400	-1.475356
0.016425	-0.657435
0.016450	0.225276
0.016475	1.086610
0.016500	1.843690
0.016525	2.419229
0.016550	2.759619
0.016575	2.830986
0.016600	2.627080
0.016625	2.165005
0.016650	1.492447
0.016675	0.674853
0.016700	-0.208515
0.016725	-1.070177
0.016750	-1.826269
0.016775	-2.402793
0.016800	-2.744169
0.016825	-2.815207
0.016850	-2.609658
0.016875	-2.148241
0.016900	-1.475027
0.016925	-0.658750
0.016950	0.225605
0.016975	1.086939
0.017000	1.842374
0.017025	2.419557
0.017050	2.759948
0.017075	2.831315
0.017100	2.625107
0.017125	2.165005
0.017150	1.492447
0.017175	0.675182
0.017200	-0.208515
0.017225	-1.070506
0.017250	-1.826927
0.017275	-2.403451
0.017300	-2.743183
0.017325	-2.814878
0.017350	-2.609987
0.017375	-2.147912
0.017400	-1.475685
0.017425	-0.657763
0.017450	0.224947
0.017475	1.086610
0.017500	1.842703
0.017525	2.419229
0.017550	2.760605
0.017575	2.831315
0.017600	2.626423
0.017625	2.165662
0.017650	1.492118
0.017675	0.674853
0.017700	-0.208844
0.017725	-1.070506
0.017750	-1.826598
0.017775	-2.402793
0.017800	-2.744169
0.017825	-2.814549
0.017850	-2.609987
0.017875	-2.147912
0.017900	-1.475356
0.017925	-0.657763
0.017950	0.225276
0.017975	1.086939
0.018000	1.843032
0.018025	2.418900
0.018050	2.760277
0.018075	2.831643
0.018100	2.626094
0.018125	2.165005
0.018150	1.493104
0.018175	0.675840
0.018200	-0.208186
0.018225	-1.070177
0.018250	-1.826269
0.018275	-2.403122
0.018300	-2.743841
0.018325	-2.814878
0.018350	-2.609987
0.018375	-2.148241
0.018400	-1.475685
0.018425	-0.657763
0.018450	0.225276
0.018475	1.086281
0.018500	1.842703
0.018525	2.418900
0.018550	2.759619
0.018575	2.831643
0.018600	2.625765
0.018625	2.165005
0.018650	1.491789
0.018675	0.675182
0.018700	-0.207857
0.018725	-1.069848
0.018750	-1.825940
0.018775	-2.403122
0.018800	-2.744169
0.018825	-2.814878
0.018850	-2.609329
0.018875	-2.148570
0.018900	-1.476014
0.018925	-0.658092
0.018950	0.224618
0.018975	1.087268
0.019000	1.843032
0.019025	2.419229
0.019050	2.759948
0.019075	2.831972
0.019100	2.626423
0.019125	2.165334
0.019150	1.492776
0.019175	0.674853
0.019200	-0.208186
0.019225	-1.070177
0.019250	-1.826269
0.019275	-2.402136
0.019300	-2.744169
0.019325	-2.814549
0.019350	-2.609658
0.019375	-2.147584
0.019400	-1.475356
0.019425	-0.657435
0.019450	0.224947
0.019475	1.086281
0.019500	1.843032
0.019525	2.419557
0.019550	2.759619
0.019575	2.831315
0.019600	2.626423
0.019625	2.165334
0.019650	1.492447
0.019675	0.675511
0.019700	-0.208186
0.019725	-1.069848
0.019750	-1.826269
0.019775	-2.402465
0.019800	-2.743841
0.019825	-2.814878
0.019850	-2.609658
0.019875	-2.148570
0.019900	-1.475356
0.019925	-0.658092
0.019950	0.224618
0.019975	1.085952
0.020000	1.842374
0.020025	2.419557
0.020050	2.760277
0.020075	2.831315
0.020100	2.625765
0.020125	2.165662
0.020150	1.492776
0.020175	0.675511
0.020200	-0.208186
0.020225	-1.070177
0.020250	-1.826269
0.020275	-2.402793
0.020300	-2.742854
0.020325	-2.815536
0.020350	-2.609987
0.020375	-2.148241
0.020400	-1.475685
0.020425	-0.657763
0.020450	0.224618
0.020475	1.085952
0.020500	1.842703
0.020525	2.419229
0.020550	2.759948
0.020575	2.831315
0.020600	2.626423
0.020625	2.164676
0.020650	1.492447
0.020675	0.675840
0.020700	-0.208186
0.020725	-1.069848
0.020750	-1.826269
0.020775	-2.403122
0.020800	-2.743512
0.020825	-2.814549
0.020850	-2.609987
0.020875	-2.148241
0.020900	-1.476014
0.020925	-0.657763
0.020950	0.224947
0.020975	1.086939
0.021000	1.842703
0.021025	2.418571
0.021050	2.759948
0.021075	2.831643
0.021100	2.626423
0.021125	2.165005
0.021150	1.493104
0.021175	0.675511
0.021200	-0.208186
0.021225	-1.070506
0.021250	-1.826269
0.021275	-2.403451
0.021300	-2.743512
0.021325	-2.814549
0.021350	-2.608671
0.021375	-2.148241
0.021400	-1.475685
0.021425	-0.657763
0.021450	0.224618
0.021475	1.086610
0.021500	1.842703
0.021525	2.419229
0.021550	2.758961
0.021575	2.831315
0.021600	2.626423
0.021625	2.165662
0.021650	1.493104
0.021675	0.675511
0.021700	-0.207857
0.021725	-1.070177
0.021750	-1.825940
0.021775	-2.403122
0.021800	-2.743512
0.021825	-2.814549
0.021850	-2.609329
0.021875	-2.148570
0.021900	-1.475356
0.021925	-0.658092
0.021950	0.225276
0.021975	1.086610
0.022000	1.842703
0.022025	2.419229
0.022050	2.759619
0.022075	2.830657
0.022100	2.626751
0.022125	2.165662
0.022150	1.492447
0.022175	0.675182
0.022200	-0.207857
0.022225	-1.070506
0.022250	-1.826598
0.022275	-2.402465
0.022300	-2.743512
0.022325	-2.815207
0.022350	-2.610316
0.022375	-2.147912
0.022400	-1.476342
0.022425	-0.658421
0.022450	0.224618
0.022475	1.086281
0.022500	1.843361
0.022525	2.418900
0.022550	2.759619
0.022575	2.831315
0.022600	2.626751
0.022625	2.165662
0.022650	1.492776
0.022675	0.675182
0.022700	-0.208515
0.022725	-1.070506
0.022750	-1.825611
0.022775	-2.402793
0.022800	-2.743183
0.022825	-2.815207
0.022850	-2.609658
0.022875	-2.148241
0.022900	-1.475685
0.022925	-0.657763
0.022950	0.224289
0.022975	1.085952
0.023000	1.842374
0.023025	2.419229
0.023050	2.760277
0.023075	2.831972
0.023100	2.626094
0.023125	2.165334
0.023150	1.492776
0.023175	0.675511
0.023200	-0.208186
0.023225	-1.070506
0.023250	-1.826269
0.023275	-2.402793
0.023300	-2.743183
0.023325	-2.815207
0.023350	-2.610316
0.023375	-2.148570
0.023400	-1.475685
0.023425	-0.657435
0.023450	0.224947
0.023475	1.086281
0.023500	1.842703
0.023525	2.418242
0.023550	2.759948
0.023575	2.831643
0.023600	2.626751
0.023625	2.164347
0.023650	1.493104
0.023675	0.675182
0.023700	-0.207857
0.023725	-1.069848
0.023750	-1.825940
0.023775	-2.402793
0.023800	-2.743183
0.023825	-2.814878
0.023850	-2.610645
0.023875	-2.147912
0.023900	-1.476014
0.023925	-0.658092
0.023950	0.224618
0.023975	1.086610
0.024000	1.842703
0.024025	2.419229
0.024050	2.759948
0.024075	2.831643
0.024100	2.626751
0.024125	2.165005
0.024150	1.492776
0.024175	0.675511
0.024200	-0.207857
0.024225	-1.069848
0.024250	-1.825940
0.024275	-2.402793
0.024300	-2.743183
0.024325	-2.814878
0.024350	-2.609000
0.024375	-2.148570
0.024400	-1.476342
0.024425	-0.658092
0.024450	0.224947
0.024475	1.086610
0.024500	1.842045
0.024525	2.419557
0.024550	2.759290
0.024575	2.831315
0.024600	2.626423
0.024625	2.165334
0.024650	1.493104
0.024675	0.675182
0.024700	-0.208186
0.024725	-1.070506
0.024750	-1.825611
0.024775	-2.403122
0.024800	-2.744169
0.024825	-2.814549
0.024850	-2.610316
0.024875	-2.148241
0.024900	-1.476342
0.024925	-0.657763
0.024950	0.224618
0.024975	1.086281
0.025000	1.842703
0.025025	2.419229
0.025050	2.759948
0.025075	2.830657
0.025100	2.626423
0.025125	2.165662
0.025150	1.492447
0.025175	0.674853
0.025200	-0.207528
0.025225	-1.069848
0.025250	-1.825940
0.025275	-2.402793
0.025300	-2.743841
0.025325	-2.815207
0.025350	-2.609987
0.025375	-2.148241
0.025400	-1.476342
0.025425	-0.658421
0.025450	0.224289
0.025475	1.086281
0.025500	1.842703
0.025525	2.419557
0.025550	2.759948
0.025575	2.830986
